mine_id,mine_name,mineral_type,rock_stability_index,fracture_density,weathering_index,joint_spacing_m,ucs_mpa,data_source
309,Mine_00309,Silica Sand,0.466,0.816,0.282,4.36,80.41,synthetic_geological_survey
310,Mine_00310,Silica Sand,0.453,0.793,0.674,3.3,179.84,synthetic_geological_survey
311,Mine_00311,Limestone,0.673,0.561,0.329,1.18,132.89,synthetic_geological_survey
312,Mine_00312,Marble,0.773,0.361,0.251,1.89,116.01,synthetic_geological_survey
313,Mine_00313,Sand,0.3,0.799,0.467,1.75,175.63,synthetic_geological_survey
314,Mine_00314,Silica Sand,0.342,0.598,0.774,4.95,48.49,synthetic_geological_survey
315,Mine_00315,Iron Ore,0.579,0.331,0.392,2.78,72.95,synthetic_geological_survey
316,Mine_00316,Iron Ore,0.779,0.445,0.603,4.87,134.24,synthetic_geological_survey
317,Mine_00317,Granite,0.684,0.256,0.645,2.32,42.59,synthetic_geological_survey
318,Mine_00318,Silica Sand,0.463,0.81,0.707,3.58,87.83,synthetic_geological_survey
319,Mine_00319,Sandstone,0.493,0.592,0.205,4.57,131.18,synthetic_geological_survey
320,Mine_00320,Marble,0.605,0.282,0.36,4.44,169.26,synthetic_geological_survey
321,Mine_00321,Limestone,0.52,0.433,0.464,2.51,189.35,synthetic_geological_survey
322,Mine_00322,Marble,0.805,0.376,0.325,4.97,189.29,synthetic_geological_survey
323,Mine_00323,Silica Sand,0.409,0.717,0.506,4.1,150.2,synthetic_geological_survey
324,Mine_00324,Granite,0.758,0.284,0.283,3.95,66.9,synthetic_geological_survey
325,Mine_00325,Salt,1.005,0.223,0.28,3.12,103.68,synthetic_geological_survey
326,Mine_00326,Marble,0.842,0.393,0.207,2.8,71.27,synthetic_geological_survey
327,Mine_00327,Marble,0.635,0.296,0.665,4.91,44.14,synthetic_geological_survey
328,Mine_00328,Sand,0.259,0.69,0.646,3.7,87.84,synthetic_geological_survey
329,Mine_00329,Sand,0.315,0.84,0.614,1.8,46.12,synthetic_geological_survey
330,Mine_00330,Sandstone,0.5,0.6,0.722,4.49,72.75,synthetic_geological_survey
331,Mine_00331,Granite,0.913,0.342,0.54,2.83,34.83,synthetic_geological_survey
332,Mine_00332,Limestone,0.516,0.43,0.698,2.03,180.47,synthetic_geological_survey
333,Mine_00333,Sandstone,0.549,0.659,0.747,3.38,69.37,synthetic_geological_survey
334,Mine_00334,Salt,0.974,0.217,0.47,1.51,142.93,synthetic_geological_survey
335,Mine_00335,Limestone,0.58,0.483,0.44,2.99,27.51,synthetic_geological_survey
336,Mine_00336,Salt,1.022,0.227,0.631,3.57,106.46,synthetic_geological_survey
337,Mine_00337,Iron Ore,0.719,0.411,0.685,0.73,39.96,synthetic_geological_survey
338,Mine_00338,Granite,0.699,0.262,0.463,1.41,111.71,synthetic_geological_survey
339,Mine_00339,Sandstone,0.5,0.601,0.503,4.36,23.5,synthetic_geological_survey
340,Mine_00340,Sand,0.337,0.9,0.379,1.91,196.8,synthetic_geological_survey
341,Mine_00341,Silica Sand,0.455,0.797,0.512,4.98,124.81,synthetic_geological_survey
342,Mine_00342,Marble,0.659,0.308,0.293,2.7,49.21,synthetic_geological_survey
343,Mine_00343,Limestone,0.504,0.42,0.601,2.81,153.91,synthetic_geological_survey
344,Mine_00344,Limestone,0.531,0.442,0.604,0.85,85.25,synthetic_geological_survey
345,Mine_00345,Salt,1.064,0.236,0.585,2.3,77.81,synthetic_geological_survey
346,Mine_00346,Sand,0.329,0.878,0.415,2.9,98.3,synthetic_geological_survey
347,Mine_00347,Silica Sand,0.402,0.704,0.324,3.71,61.25,synthetic_geological_survey
348,Mine_00348,Salt,0.932,0.207,0.228,3.87,55.97,synthetic_geological_survey
349,Mine_00349,Granite,0.693,0.26,0.572,4.63,198.04,synthetic_geological_survey
350,Mine_00350,Salt,1.045,0.232,0.352,1.5,194.92,synthetic_geological_survey
351,Mine_00351,Granite,0.897,0.336,0.479,2.33,66.25,synthetic_geological_survey
352,Mine_00352,Marble,0.854,0.398,0.724,2.34,135.33,synthetic_geological_survey
353,Mine_00353,Silica Sand,0.473,0.829,0.432,3.76,187.46,synthetic_geological_survey
354,Mine_00354,Sand,0.327,0.872,0.563,0.52,121.56,synthetic_geological_survey
355,Mine_00355,Salt,0.799,0.178,0.515,0.78,101.18,synthetic_geological_survey
356,Mine_00356,Marble,0.658,0.307,0.551,2.23,48.19,synthetic_geological_survey
357,Mine_00357,Sandstone,0.509,0.611,0.492,3.5,131.93,synthetic_geological_survey
358,Mine_00358,Granite,0.924,0.347,0.403,3.87,172.63,synthetic_geological_survey
359,Mine_00359,Silica Sand,0.403,0.705,0.443,0.73,151.63,synthetic_geological_survey
360,Mine_00360,Sand,0.27,0.721,0.69,3.77,142.57,synthetic_geological_survey
361,Mine_00361,Marble,0.863,0.403,0.64,4.03,83.89,synthetic_geological_survey
362,Mine_00362,Sand,0.309,0.825,0.628,2.98,149.05,synthetic_geological_survey
363,Mine_00363,Granite,0.872,0.327,0.362,3.3,174.28,synthetic_geological_survey
364,Mine_00364,Limestone,0.67,0.558,0.78,3.07,71.74,synthetic_geological_survey
365,Mine_00365,Iron Ore,0.589,0.336,0.313,0.56,96.53,synthetic_geological_survey
366,Mine_00366,Marble,0.793,0.37,0.276,3.35,62.11,synthetic_geological_survey
367,Mine_00367,Sandstone,0.563,0.676,0.283,4.54,29.96,synthetic_geological_survey
368,Mine_00368,Granite,0.805,0.302,0.471,3.19,148.04,synthetic_geological_survey
369,Mine_00369,Granite,0.831,0.312,0.688,4.82,104.44,synthetic_geological_survey
370,Mine_00370,Sand,0.322,0.858,0.34,4.86,102.13,synthetic_geological_survey
371,Mine_00371,Sandstone,0.42,0.504,0.605,2.45,29.73,synthetic_geological_survey
372,Mine_00372,Silica Sand,0.384,0.673,0.586,1.08,62.49,synthetic_geological_survey
373,Mine_00373,Limestone,0.675,0.562,0.554,1.22,125.43,synthetic_geological_survey
374,Mine_00374,Salt,0.822,0.183,0.357,1.02,112.1,synthetic_geological_survey
375,Mine_00375,Iron Ore,0.6,0.343,0.286,2.64,136.4,synthetic_geological_survey
376,Mine_00376,Marble,0.608,0.284,0.641,3.24,157.05,synthetic_geological_survey
377,Mine_00377,Limestone,0.576,0.48,0.439,3.65,167.58,synthetic_geological_survey
378,Mine_00378,Salt,0.982,0.218,0.414,4.06,109.28,synthetic_geological_survey
379,Mine_00379,Sandstone,0.458,0.55,0.432,2.96,25.17,synthetic_geological_survey
380,Mine_00380,Limestone,0.585,0.488,0.699,3.12,60.99,synthetic_geological_survey
381,Mine_00381,Marble,0.722,0.337,0.728,1.5,48.7,synthetic_geological_survey
382,Mine_00382,Granite,0.799,0.3,0.683,2.09,109.47,synthetic_geological_survey
383,Mine_00383,Salt,0.902,0.201,0.785,1.3,123.94,synthetic_geological_survey
384,Mine_00384,Granite,0.645,0.242,0.459,1.26,130.74,synthetic_geological_survey
385,Mine_00385,Granite,0.724,0.271,0.638,4.36,26.63,synthetic_geological_survey
386,Mine_00386,Silica Sand,0.403,0.706,0.522,4.23,84.13,synthetic_geological_survey
387,Mine_00387,Sandstone,0.425,0.51,0.33,1.97,54.44,synthetic_geological_survey
388,Mine_00388,Salt,1.038,0.231,0.623,2.09,175.07,synthetic_geological_survey
389,Mine_00389,Marble,0.798,0.373,0.205,0.66,190.57,synthetic_geological_survey
390,Mine_00390,Sandstone,0.474,0.569,0.588,3.04,144.45,synthetic_geological_survey
391,Mine_00391,Sandstone,0.461,0.553,0.582,2.73,39.82,synthetic_geological_survey
392,Mine_00392,Limestone,0.551,0.459,0.267,4.92,76.65,synthetic_geological_survey
393,Mine_00393,Salt,0.934,0.208,0.604,4.85,80.28,synthetic_geological_survey
394,Mine_00394,Iron Ore,0.669,0.382,0.575,3.86,170.46,synthetic_geological_survey
395,Mine_00395,Marble,0.697,0.325,0.578,3.62,66.57,synthetic_geological_survey
396,Mine_00396,Salt,1.069,0.238,0.443,1.49,188.91,synthetic_geological_survey
397,Mine_00397,Iron Ore,0.688,0.393,0.755,4.52,116.0,synthetic_geological_survey
398,Mine_00398,Sand,0.349,0.93,0.638,1.26,128.93,synthetic_geological_survey
399,Mine_00399,Silica Sand,0.33,0.578,0.587,2.12,50.68,synthetic_geological_survey
400,Mine_00400,Sand,0.291,0.776,0.354,4.49,54.29,synthetic_geological_survey
401,Mine_00401,Limestone,0.682,0.568,0.314,3.61,100.65,synthetic_geological_survey
402,Mine_00402,Granite,0.772,0.29,0.341,4.46,188.17,synthetic_geological_survey
403,Mine_00403,Iron Ore,0.562,0.321,0.619,3.77,26.97,synthetic_geological_survey
404,Mine_00404,Marble,0.897,0.419,0.794,1.73,168.35,synthetic_geological_survey
405,Mine_00405,Silica Sand,0.408,0.715,0.39,4.74,104.18,synthetic_geological_survey
406,Mine_00406,Sandstone,0.578,0.694,0.257,3.41,158.12,synthetic_geological_survey
407,Mine_00407,Granite,0.719,0.269,0.59,1.32,174.75,synthetic_geological_survey
408,Mine_00408,Iron Ore,0.689,0.394,0.492,4.09,35.7,synthetic_geological_survey
409,Mine_00409,Salt,0.975,0.217,0.61,2.6,140.82,synthetic_geological_survey
410,Mine_00410,Sand,0.309,0.825,0.237,4.04,95.04,synthetic_geological_survey
411,Mine_00411,Sand,0.259,0.69,0.414,4.9,76.52,synthetic_geological_survey
412,Mine_00412,Marble,0.649,0.303,0.452,0.72,97.34,synthetic_geological_survey
413,Mine_00413,Iron Ore,0.586,0.335,0.464,1.58,104.96,synthetic_geological_survey
414,Mine_00414,Silica Sand,0.415,0.726,0.58,0.79,25.96,synthetic_geological_survey
415,Mine_00415,Iron Ore,0.832,0.475,0.641,4.11,190.98,synthetic_geological_survey
416,Mine_00416,Granite,0.95,0.356,0.345,1.6,30.19,synthetic_geological_survey
417,Mine_00417,Sandstone,0.507,0.609,0.26,4.88,143.32,synthetic_geological_survey
418,Mine_00418,Sand,0.249,0.664,0.333,2.25,103.47,synthetic_geological_survey
419,Mine_00419,Silica Sand,0.374,0.655,0.629,4.71,158.76,synthetic_geological_survey
420,Mine_00420,Granite,0.778,0.292,0.437,1.71,106.25,synthetic_geological_survey
421,Mine_00421,Limestone,0.633,0.527,0.697,4.36,48.44,synthetic_geological_survey
422,Mine_00422,Sandstone,0.521,0.626,0.412,1.79,143.04,synthetic_geological_survey
423,Mine_00423,Limestone,0.649,0.541,0.266,1.33,36.2,synthetic_geological_survey
424,Mine_00424,Granite,0.679,0.255,0.417,4.66,49.47,synthetic_geological_survey
425,Mine_00425,Salt,1.039,0.231,0.459,2.36,39.44,synthetic_geological_survey
426,Mine_00426,Silica Sand,0.342,0.599,0.61,2.5,123.75,synthetic_geological_survey
427,Mine_00427,Sandstone,0.549,0.659,0.627,2.23,162.05,synthetic_geological_survey
428,Mine_00428,Marble,0.891,0.416,0.41,2.33,110.12,synthetic_geological_survey
429,Mine_00429,Salt,1.047,0.233,0.449,4.46,134.09,synthetic_geological_survey
430,Mine_00430,Silica Sand,0.366,0.641,0.79,2.83,48.81,synthetic_geological_survey
431,Mine_00431,Iron Ore,0.695,0.397,0.243,3.3,182.29,synthetic_geological_survey
432,Mine_00432,Silica Sand,0.377,0.659,0.738,2.32,56.73,synthetic_geological_survey
433,Mine_00433,Granite,0.912,0.342,0.552,1.73,114.43,synthetic_geological_survey
434,Mine_00434,Sandstone,0.489,0.587,0.306,2.66,183.09,synthetic_geological_survey
435,Mine_00435,Granite,0.808,0.303,0.737,0.95,194.04,synthetic_geological_survey
436,Mine_00436,Sand,0.342,0.912,0.625,3.97,171.33,synthetic_geological_survey
437,Mine_00437,Sand,0.348,0.928,0.264,4.23,97.14,synthetic_geological_survey
438,Mine_00438,Sandstone,0.485,0.582,0.642,4.75,162.47,synthetic_geological_survey
439,Mine_00439,Marble,0.653,0.305,0.789,4.87,58.67,synthetic_geological_survey
440,Mine_00440,Sand,0.306,0.815,0.499,0.51,181.38,synthetic_geological_survey
441,Mine_00441,Sand,0.243,0.649,0.748,3.09,29.49,synthetic_geological_survey
442,Mine_00442,Granite,0.647,0.243,0.748,2.31,99.92,synthetic_geological_survey
443,Mine_00443,Limestone,0.69,0.575,0.516,1.78,186.6,synthetic_geological_survey
444,Mine_00444,Granite,0.784,0.294,0.706,3.12,103.76,synthetic_geological_survey
445,Mine_00445,Iron Ore,0.777,0.444,0.788,4.64,108.36,synthetic_geological_survey
446,Mine_00446,Iron Ore,0.706,0.404,0.622,1.4,138.78,synthetic_geological_survey
447,Mine_00447,Sand,0.359,0.957,0.548,1.62,74.36,synthetic_geological_survey
448,Mine_00448,Limestone,0.631,0.526,0.388,4.33,50.43,synthetic_geological_survey
449,Mine_00449,Limestone,0.597,0.497,0.415,1.22,161.49,synthetic_geological_survey
450,Mine_00450,Iron Ore,0.719,0.411,0.789,3.74,105.06,synthetic_geological_survey
451,Mine_00451,Salt,0.753,0.167,0.778,2.05,105.36,synthetic_geological_survey
452,Mine_00452,Granite,0.829,0.311,0.3,0.94,134.18,synthetic_geological_survey
453,Mine_00453,Iron Ore,0.646,0.369,0.623,1.38,177.21,synthetic_geological_survey
454,Mine_00454,Salt,0.784,0.174,0.698,3.54,159.03,synthetic_geological_survey
455,Mine_00455,Granite,0.938,0.352,0.794,4.84,82.91,synthetic_geological_survey
456,Mine_00456,Sandstone,0.555,0.666,0.491,3.48,159.78,synthetic_geological_survey
457,Mine_00457,Iron Ore,0.631,0.36,0.576,0.56,101.25,synthetic_geological_survey
458,Mine_00458,Limestone,0.56,0.467,0.385,2.36,162.94,synthetic_geological_survey
459,Mine_00459,Limestone,0.613,0.511,0.446,4.14,74.9,synthetic_geological_survey
460,Mine_00460,Granite,0.641,0.241,0.377,2.8,190.46,synthetic_geological_survey
461,Mine_00461,Sandstone,0.439,0.526,0.304,2.6,105.04,synthetic_geological_survey
462,Mine_00462,Limestone,0.578,0.482,0.29,2.83,54.17,synthetic_geological_survey
463,Mine_00463,Sandstone,0.511,0.614,0.64,2.25,146.76,synthetic_geological_survey
464,Mine_00464,Sandstone,0.508,0.609,0.767,3.95,166.68,synthetic_geological_survey
465,Mine_00465,Salt,0.888,0.197,0.668,0.52,28.72,synthetic_geological_survey
466,Mine_00466,Marble,0.894,0.417,0.343,2.54,129.38,synthetic_geological_survey
467,Mine_00467,Iron Ore,0.792,0.452,0.306,2.92,175.59,synthetic_geological_survey
468,Mine_00468,Marble,0.73,0.341,0.79,3.64,125.54,synthetic_geological_survey
469,Mine_00469,Granite,0.733,0.275,0.546,2.66,115.3,synthetic_geological_survey
470,Mine_00470,Sand,0.295,0.786,0.783,3.49,170.38,synthetic_geological_survey
471,Mine_00471,Iron Ore,0.591,0.338,0.582,2.36,97.73,synthetic_geological_survey
472,Mine_00472,Iron Ore,0.673,0.385,0.353,1.83,100.95,synthetic_geological_survey
473,Mine_00473,Iron Ore,0.724,0.414,0.582,3.1,168.41,synthetic_geological_survey
474,Mine_00474,Granite,0.707,0.265,0.334,3.2,149.73,synthetic_geological_survey
475,Mine_00475,Sand,0.242,0.646,0.474,2.52,142.59,synthetic_geological_survey
476,Mine_00476,Iron Ore,0.671,0.383,0.681,2.35,131.69,synthetic_geological_survey
477,Mine_00477,Granite,0.866,0.325,0.554,2.75,148.07,synthetic_geological_survey
478,Mine_00478,Limestone,0.719,0.599,0.64,4.95,106.88,synthetic_geological_survey
479,Mine_00479,Marble,0.622,0.29,0.505,2.32,135.66,synthetic_geological_survey
480,Mine_00480,Marble,0.815,0.38,0.335,1.98,164.27,synthetic_geological_survey
481,Mine_00481,Sand,0.296,0.789,0.614,2.06,77.5,synthetic_geological_survey
482,Mine_00482,Iron Ore,0.588,0.336,0.44,4.32,83.39,synthetic_geological_survey
483,Mine_00483,Sandstone,0.549,0.658,0.642,4.83,33.57,synthetic_geological_survey
484,Mine_00484,Limestone,0.587,0.489,0.436,3.9,156.1,synthetic_geological_survey
485,Mine_00485,Sand,0.339,0.905,0.569,2.12,95.08,synthetic_geological_survey
486,Mine_00486,Sandstone,0.494,0.593,0.396,2.98,22.31,synthetic_geological_survey
487,Mine_00487,Sandstone,0.597,0.716,0.26,2.84,92.64,synthetic_geological_survey
488,Mine_00488,Limestone,0.576,0.48,0.425,1.7,171.19,synthetic_geological_survey
489,Mine_00489,Marble,0.668,0.312,0.392,3.66,161.13,synthetic_geological_survey
490,Mine_00490,Sandstone,0.533,0.64,0.53,1.81,198.75,synthetic_geological_survey
491,Mine_00491,Limestone,0.705,0.588,0.248,2.31,191.77,synthetic_geological_survey
492,Mine_00492,Limestone,0.698,0.582,0.258,4.93,42.57,synthetic_geological_survey
493,Mine_00493,Salt,0.739,0.164,0.203,3.24,162.93,synthetic_geological_survey
494,Mine_00494,Granite,0.803,0.301,0.334,2.63,96.49,synthetic_geological_survey
495,Mine_00495,Limestone,0.679,0.566,0.615,0.84,118.48,synthetic_geological_survey
496,Mine_00496,Iron Ore,0.652,0.373,0.222,2.15,179.47,synthetic_geological_survey
497,Mine_00497,Sand,0.331,0.884,0.459,4.08,92.52,synthetic_geological_survey
498,Mine_00498,Iron Ore,0.65,0.372,0.719,4.11,191.18,synthetic_geological_survey
499,Mine_00499,Iron Ore,0.609,0.348,0.765,4.96,28.81,synthetic_geological_survey
500,Mine_00500,Iron Ore,0.58,0.332,0.566,4.15,119.45,synthetic_geological_survey
501,Mine_00501,Granite,0.951,0.357,0.502,4.8,123.52,synthetic_geological_survey
502,Mine_00502,Granite,0.908,0.34,0.404,4.15,169.53,synthetic_geological_survey
503,Mine_00503,Sandstone,0.445,0.534,0.454,3.1,174.03,synthetic_geological_survey
504,Mine_00504,Marble,0.879,0.41,0.427,3.25,76.84,synthetic_geological_survey
505,Mine_00505,Iron Ore,0.561,0.321,0.225,2.93,22.7,synthetic_geological_survey
506,Mine_00506,Sandstone,0.517,0.62,0.798,4.94,150.24,synthetic_geological_survey
507,Mine_00507,Marble,0.788,0.368,0.732,3.95,199.89,synthetic_geological_survey
508,Mine_00508,Silica Sand,0.404,0.707,0.575,4.25,145.7,synthetic_geological_survey
509,Mine_00509,Granite,0.865,0.324,0.311,4.76,108.35,synthetic_geological_survey
510,Mine_00510,Iron Ore,0.663,0.379,0.638,4.31,165.7,synthetic_geological_survey
511,Mine_00511,Silica Sand,0.458,0.802,0.631,3.36,146.8,synthetic_geological_survey
512,Mine_00512,Marble,0.81,0.378,0.262,1.0,78.2,synthetic_geological_survey
513,Mine_00513,Sand,0.31,0.827,0.697,4.67,198.96,synthetic_geological_survey
514,Mine_00514,Sandstone,0.494,0.593,0.744,3.54,108.49,synthetic_geological_survey
515,Mine_00515,Limestone,0.655,0.546,0.411,3.12,156.37,synthetic_geological_survey
516,Mine_00516,Granite,0.802,0.301,0.332,1.2,31.13,synthetic_geological_survey
517,Mine_00517,Granite,0.879,0.33,0.441,1.35,136.93,synthetic_geological_survey
518,Mine_00518,Iron Ore,0.806,0.46,0.463,1.46,149.61,synthetic_geological_survey
519,Mine_00519,Sand,0.257,0.685,0.302,1.18,165.16,synthetic_geological_survey
520,Mine_00520,Sand,0.284,0.757,0.54,4.87,46.52,synthetic_geological_survey
521,Mine_00521,Granite,0.838,0.314,0.707,1.16,160.25,synthetic_geological_survey
522,Mine_00522,Salt,0.851,0.189,0.775,2.82,157.27,synthetic_geological_survey
523,Mine_00523,Silica Sand,0.414,0.725,0.796,0.9,156.45,synthetic_geological_survey
524,Mine_00524,Marble,0.828,0.387,0.338,2.19,75.12,synthetic_geological_survey
525,Mine_00525,Iron Ore,0.564,0.322,0.604,0.6,26.22,synthetic_geological_survey
526,Mine_00526,Salt,1.006,0.223,0.628,3.18,126.36,synthetic_geological_survey
527,Mine_00527,Iron Ore,0.65,0.371,0.383,3.44,125.25,synthetic_geological_survey
528,Mine_00528,Iron Ore,0.616,0.352,0.676,2.0,26.69,synthetic_geological_survey
529,Mine_00529,Limestone,0.65,0.542,0.356,4.52,37.24,synthetic_geological_survey
530,Mine_00530,Sand,0.296,0.789,0.313,4.88,133.46,synthetic_geological_survey
531,Mine_00531,Silica Sand,0.432,0.757,0.497,2.75,151.76,synthetic_geological_survey
532,Mine_00532,Sand,0.321,0.855,0.289,4.14,68.73,synthetic_geological_survey
533,Mine_00533,Salt,0.914,0.203,0.355,3.48,170.48,synthetic_geological_survey
534,Mine_00534,Sandstone,0.564,0.676,0.313,3.85,99.26,synthetic_geological_survey
535,Mine_00535,Granite,0.796,0.298,0.255,3.51,86.59,synthetic_geological_survey
536,Mine_00536,Iron Ore,0.835,0.477,0.328,3.29,109.58,synthetic_geological_survey
537,Mine_00537,Sandstone,0.496,0.596,0.453,0.92,50.69,synthetic_geological_survey
538,Mine_00538,Marble,0.742,0.346,0.402,2.24,182.34,synthetic_geological_survey
539,Mine_00539,Granite,0.667,0.25,0.338,4.89,69.63,synthetic_geological_survey
540,Mine_00540,Salt,1.004,0.223,0.587,4.88,46.74,synthetic_geological_survey
541,Mine_00541,Sand,0.327,0.871,0.302,0.51,74.36,synthetic_geological_survey
542,Mine_00542,Marble,0.785,0.366,0.463,4.24,22.45,synthetic_geological_survey
543,Mine_00543,Salt,0.873,0.194,0.551,3.58,121.31,synthetic_geological_survey
544,Mine_00544,Iron Ore,0.606,0.347,0.649,4.89,163.86,synthetic_geological_survey
545,Mine_00545,Limestone,0.536,0.447,0.789,1.31,52.46,synthetic_geological_survey
546,Mine_00546,Sand,0.304,0.81,0.502,1.13,136.63,synthetic_geological_survey
547,Mine_00547,Granite,0.928,0.348,0.586,3.68,177.74,synthetic_geological_survey
548,Mine_00548,Sand,0.347,0.924,0.627,1.9,187.38,synthetic_geological_survey
549,Mine_00549,Marble,0.682,0.318,0.745,4.85,154.82,synthetic_geological_survey
550,Mine_00550,Sandstone,0.465,0.558,0.768,3.64,182.03,synthetic_geological_survey
551,Mine_00551,Silica Sand,0.383,0.67,0.571,0.95,147.36,synthetic_geological_survey
552,Mine_00552,Salt,0.82,0.182,0.271,3.02,30.88,synthetic_geological_survey
553,Mine_00553,Limestone,0.707,0.589,0.379,4.57,87.14,synthetic_geological_survey
554,Mine_00554,Silica Sand,0.473,0.828,0.576,3.95,185.76,synthetic_geological_survey
555,Mine_00555,Silica Sand,0.374,0.655,0.433,3.64,198.28,synthetic_geological_survey
556,Mine_00556,Salt,0.859,0.191,0.354,0.81,29.61,synthetic_geological_survey
557,Mine_00557,Sandstone,0.475,0.57,0.337,3.85,53.69,synthetic_geological_survey
558,Mine_00558,Silica Sand,0.345,0.604,0.237,4.98,164.48,synthetic_geological_survey
559,Mine_00559,Salt,0.814,0.181,0.321,2.81,160.25,synthetic_geological_survey
560,Mine_00560,Marble,0.672,0.314,0.375,1.27,64.41,synthetic_geological_survey
561,Mine_00561,Iron Ore,0.752,0.43,0.323,1.3,85.34,synthetic_geological_survey
562,Mine_00562,Salt,0.818,0.182,0.36,1.78,183.0,synthetic_geological_survey
