mine_id,mine_name,district,mineral_type,lease_area_ha,latitude,longitude,status,avg_rainfall_mm,max_rainfall_mm,rainfall_variability,avg_temp_c,max_avg_temp_c,min_avg_temp_c,extreme_max_temp_c,extreme_min_temp_c,elevation_m,slope_degrees,aspect_degrees,terrain_ruggedness_index,rock_stability_index,fracture_density,weathering_index,joint_spacing_m,ucs_mpa,rainfall_intensity,temperature_stress,slope_risk_factor,geological_risk,environmental_risk_score
97,Mine_00097,Erode,Iron Ore,1.07,10.070549,79.64749,Active,124.08,270.15,83.86,24.69,31.3,16.31,39.22,9.29,832.17,10.18,12.64,3.25,0.68,0.388,0.232,3.24,47.32,2.1772243713733075,2.993,0.2262222222222222,0.12415999999999998,0.863
98,Mine_00098,Tirunelveli,Granite,55.38,10.161442,79.731239,Active,140.83,340.51,110.8,24.57,31.8,17.52,39.76,12.0,606.29,13.55,72.98,8.67,0.656,0.246,0.791,0.93,106.73,2.4178797131293046,2.776,0.3011111111111111,0.08462399999999999,0.956
99,Mine_00099,Coimbatore,Sandstone,1.5,8.736187,76.061524,Active,107.5,240.16,74.1,25.04,32.45,17.05,38.72,10.06,1046.89,39.54,324.21,13.42,0.435,0.522,0.286,4.64,65.62,2.234046511627907,2.8659999999999997,0.8786666666666666,0.29492999999999997,1.114
100,Mine_00100,Cuddalore,Marble,326.9,13.481503,78.499443,Active,308.84,580.29,218.52,22.96,30.59,13.84,37.91,7.32,571.73,5.06,123.21,4.06,0.869,0.406,0.635,3.89,25.76,1.8789340758969046,3.0589999999999997,0.11244444444444443,0.053186000000000004,0.795
101,Mine_00101,Tiruvannamalai,Sandstone,75.79,9.360415,78.027449,Closed,124.68,260.96,97.24,25.86,32.08,18.33,39.82,12.97,376.53,8.29,281.6,3.26,0.47,0.564,0.467,1.73,184.74,2.0930381777350013,2.685,0.1842222222222222,0.29891999999999996,0.879
102,Mine_00102,Tuticorin,Granite,37.27,9.257535,79.022653,Closed,133.72,275.94,100.87,24.51,31.36,16.33,36.26,9.62,465.56,5.84,21.48,4.46,0.873,0.327,0.224,0.54,182.89,2.063565659587197,2.664,0.12977777777777777,0.041529,0.753
103,Mine_00103,Salem,Marble,1.0,10.739909,78.142948,Active,168.63,314.31,110.96,24.13,31.56,15.92,38.9,9.07,892.79,8.75,95.14,5.13,0.777,0.363,0.678,3.05,58.43,1.8639032200676038,2.9829999999999997,0.19444444444444445,0.080949,0.821
104,Mine_00104,Dharmapuri,Iron Ore,67.8,13.323856,76.397837,Active,237.0,560.04,177.96,22.55,31.06,15.02,37.74,9.56,1437.23,18.86,318.95,5.74,0.748,0.427,0.547,2.01,104.35,2.363037974683544,2.818,0.4191111111111111,0.107604,0.967
105,Mine_00105,Coimbatore,Salt,21.83,12.315675,78.877126,Active,234.76,509.3,169.38,23.35,29.97,15.72,36.97,10.11,753.61,6.62,20.29,5.18,0.823,0.183,0.569,3.85,169.99,2.1694496507071053,2.686,0.1471111111111111,0.03239100000000001,0.813
106,Mine_00106,Madurai,Iron Ore,38.42,13.392545,78.736395,Closed,264.66,520.15,183.77,22.66,29.39,15.57,35.14,7.9,632.82,23.92,127.82,9.15,0.6,0.343,0.648,2.22,64.71,1.965351772084939,2.724,0.5315555555555556,0.13720000000000002,0.931
107,Mine_00107,Erode,Silica Sand,3.82,11.995184,78.463508,Active,231.03,479.03,166.14,23.45,30.59,16.36,38.23,9.11,741.47,11.06,111.62,5.08,0.356,0.624,0.605,4.87,171.48,2.073453664026317,2.912,0.2457777777777778,0.401856,0.961
108,Mine_00108,Krishnagiri,Salt,14.15,10.879813,79.139388,Closed,178.24,344.54,117.18,23.87,31.52,16.34,39.3,11.34,665.44,16.53,215.28,7.3,0.949,0.211,0.558,4.64,61.57,1.9330116696588868,2.796,0.36733333333333335,0.010761000000000008,0.835
109,Mine_00109,Vellore,Limestone,27.1,9.420344,78.066111,Closed,115.57,284.87,87.92,25.4,33.5,18.54,40.02,10.62,285.15,11.07,97.34,6.12,0.483,0.402,0.307,3.6,86.12,2.4649130397161896,2.9400000000000004,0.246,0.20783400000000002,0.954
110,Mine_00110,Salem,Silica Sand,15.94,11.483705,77.080655,Active,203.93,432.11,146.29,23.14,29.77,15.29,35.57,8.92,2218.28,26.44,26.52,12.51,0.446,0.78,0.692,4.82,157.62,2.1189133526209973,2.665,0.5875555555555556,0.43212000000000006,1.065
111,Mine_00111,Namakkal,Sand,5.48,8.835465,76.624722,Active,113.44,245.35,81.46,24.88,31.93,16.28,39.36,9.74,1566.49,24.09,221.88,8.64,0.32,0.854,0.762,3.75,145.08,2.162817348377997,2.9619999999999997,0.5353333333333333,0.5807199999999999,1.14
112,Mine_00112,Ariyalur,Marble,16.97,12.932336,78.132827,Active,245.46,556.06,197.75,22.51,29.4,14.99,35.21,9.74,691.87,9.55,271.5,5.24,0.824,0.385,0.461,4.02,41.91,2.2653792878676766,2.5469999999999997,0.21222222222222223,0.06776000000000001,0.838
113,Mine_00113,Erode,Sandstone,1.67,8.929143,77.253657,Active,110.16,249.16,81.12,25.13,33.44,16.76,39.77,10.5,567.54,10.39,213.49,4.44,0.577,0.692,0.799,4.93,196.69,2.2618010167029774,2.9270000000000005,0.2308888888888889,0.29271600000000003,0.982
114,Mine_00114,Cuddalore,Granite,17.6,12.918195,76.579368,Active,207.71,408.37,130.91,22.97,30.46,14.46,37.75,8.48,1622.17,44.35,182.9,15.42,0.744,0.279,0.606,2.17,29.61,1.966058446873044,2.927,0.9855555555555556,0.071424,1.064
115,Mine_00115,Virudhunagar,Iron Ore,64.26,11.453452,76.367916,Active,214.92,433.11,150.68,23.52,30.99,15.47,36.81,8.43,1404.98,21.07,290.6,7.01,0.687,0.393,0.687,0.71,60.88,2.015214963707426,2.838,0.4682222222222222,0.12300899999999998,0.933
116,Mine_00116,Madurai,Sand,1.0,12.775656,76.380327,Active,265.44,520.93,173.04,22.82,29.16,15.96,36.14,8.92,665.87,7.49,105.91,4.33,0.335,0.894,0.626,1.03,192.97,1.9625150693188667,2.722,0.16644444444444445,0.5945100000000001,0.956
117,Mine_00117,Dharmapuri,Sandstone,30.77,13.08223,77.062524,Closed,222.68,520.25,168.41,23.6,31.81,14.28,38.46,7.74,1059.74,37.89,132.17,15.72,0.451,0.541,0.747,0.79,63.34,2.3363121968744385,3.072,0.842,0.29700899999999997,1.191
118,Mine_00118,Tuticorin,Salt,2.57,8.812565,76.599026,Active,94.27,168.46,62.2,25.03,32.02,18.45,40.42,10.08,604.36,16.23,330.31,7.2,1.07,0.238,0.547,3.8,184.27,1.7869948021639972,3.0340000000000003,0.3606666666666667,-0.016660000000000015,0.819
119,Mine_00119,Dharmapuri,Sand,55.39,8.167597,79.902467,Active,91.59,199.68,73.19,25.51,30.64,19.6,36.17,12.2,837.84,24.49,258.94,9.39,0.265,0.705,0.562,4.24,76.65,2.1801506714706846,2.3970000000000002,0.5442222222222222,0.5181749999999999,1.051
120,Mine_00120,Cuddalore,Iron Ore,4.43,12.055729,76.820277,Active,232.04,460.84,167.89,23.45,30.67,16.53,38.33,10.05,1319.21,23.49,338.39,11.54,0.766,0.438,0.469,1.18,101.92,1.9860368901913463,2.828,0.522,0.102492,0.914
121,Mine_00121,Perambalur,Granite,3.74,10.944346,77.049474,Active,180.56,370.73,118.47,24.02,32.55,16.68,38.79,11.45,813.82,24.93,21.2,12.4,0.697,0.261,0.614,1.31,155.72,2.0532233052724855,2.734,0.554,0.07908300000000001,0.935
122,Mine_00122,Virudhunagar,Marble,17.55,11.568526,78.158119,Active,203.56,453.31,152.17,23.61,31.58,15.86,38.74,8.48,449.86,14.95,274.35,9.4,0.683,0.319,0.57,2.56,32.54,2.2269109844763215,3.0260000000000002,0.3322222222222222,0.10112299999999999,0.935
123,Mine_00123,Vellore,Sand,32.63,11.225945,78.540063,Active,158.63,293.02,101.13,23.61,29.77,15.04,35.5,8.89,433.4,4.88,181.82,3.93,0.286,0.762,0.205,1.1,161.13,1.8471915778856458,2.661,0.10844444444444444,0.544068,0.852
124,Mine_00124,Dindigul,Granite,91.96,11.341554,77.099589,Active,177.56,397.05,120.95,23.51,31.04,15.67,38.64,9.3,1428.49,40.35,129.91,12.14,0.866,0.325,0.78,2.51,60.74,2.236145528272133,2.934,0.8966666666666667,0.043550000000000005,1.101
125,Mine_00125,Virudhunagar,Silica Sand,10.83,8.559804,76.687866,Active,103.24,187.73,66.53,25.19,32.6,18.04,39.88,11.2,818.45,15.75,226.23,6.81,0.388,0.678,0.236,4.6,78.41,1.8183843471522665,2.8680000000000003,0.35,0.414936,0.904
126,Mine_00126,Kanyakumari,Marble,3.68,12.432257,76.250441,Active,238.47,519.64,172.92,23.61,31.93,15.74,38.6,9.95,1634.59,28.93,196.36,10.09,0.814,0.38,0.734,2.2,155.58,2.1790581624523,2.865,0.6428888888888888,0.07068000000000002,1.01
127,Mine_00127,Karur,Sand,1.0,11.833288,80.48765,Active,217.55,465.27,149.47,23.58,31.57,16.96,37.39,9.01,874.54,8.13,11.77,7.25,0.339,0.905,0.475,4.73,55.39,2.1386807630429785,2.838,0.1806666666666667,0.5982050000000001,0.993
128,Mine_00128,Cuddalore,Limestone,99.75,8.02915,80.387802,Active,86.49,172.56,60.3,25.52,32.96,18.89,40.54,13.5,964.65,5.24,351.04,2.6,0.56,0.467,0.505,1.05,169.87,1.995143947277142,2.7039999999999997,0.11644444444444445,0.20548,0.817
129,Mine_00129,Cuddalore,Iron Ore,50.7,10.942702,78.144788,Active,188.58,400.16,143.48,24.18,30.18,17.31,37.37,9.86,421.31,11.86,35.69,7.0,0.574,0.328,0.398,1.45,34.28,2.121964153144554,2.751,0.26355555555555554,0.13972800000000002,0.86
130,Mine_00130,Virudhunagar,Marble,137.67,11.910239,76.897781,Active,191.02,392.86,145.39,23.22,30.22,16.08,37.56,10.38,888.46,9.19,279.36,5.98,0.898,0.419,0.676,2.28,53.41,2.056643283425819,2.718,0.20422222222222222,0.04273799999999999,0.825
131,Mine_00131,Tiruppur,Granite,49.13,12.222787,76.392806,Active,227.49,496.5,166.23,23.47,30.04,15.17,37.71,8.04,1435.12,22.52,285.47,10.35,0.803,0.301,0.754,4.03,92.24,2.1825135170776737,2.967,0.5004444444444445,0.05929699999999998,0.977
132,Mine_00132,Madurai,Sand,30.42,8.285029,77.514719,Active,78.35,182.05,57.48,25.34,32.55,16.7,40.37,10.89,272.88,11.86,90.19,7.17,0.336,0.896,0.251,2.76,115.48,2.323548181238035,2.9479999999999995,0.26355555555555554,0.5949439999999999,1.042
133,Mine_00133,Dindigul,Sandstone,184.05,9.772946,79.644435,Active,139.64,319.88,114.08,24.24,31.0,15.3,37.13,9.13,250.31,14.27,213.51,5.04,0.496,0.595,0.459,1.98,157.65,2.2907476367802926,2.8,0.3171111111111111,0.29988,0.969
134,Mine_00134,Krishnagiri,Sand,57.12,11.276013,78.122093,Active,159.19,348.57,117.97,23.98,30.33,15.68,37.16,10.88,801.62,11.4,65.12,3.99,0.319,0.852,0.724,4.17,85.59,2.1896475909290785,2.6279999999999992,0.25333333333333335,0.5802120000000001,1.023
135,Mine_00135,Dharmapuri,Silica Sand,76.08,12.10286,77.838332,Active,182.92,485.62,142.04,23.61,30.03,16.23,35.04,8.14,1225.34,35.7,144.29,11.22,0.431,0.754,0.393,3.23,150.31,2.654821780013121,2.69,0.7933333333333334,0.42902599999999996,1.206
136,Mine_00136,Madurai,Granite,19.07,13.095472,79.247184,Active,227.24,536.55,177.96,22.72,31.54,15.13,37.9,7.82,498.66,3.53,242.16,4.82,0.857,0.321,0.414,2.79,87.96,2.3611600070410135,3.008,0.07844444444444444,0.045903000000000006,0.852
137,Mine_00137,Ariyalur,Iron Ore,9.01,8.900108,76.739196,Active,127.71,247.88,95.64,25.25,32.41,17.8,40.53,11.62,758.64,11.86,275.34,3.6,0.783,0.447,0.729,1.03,143.84,1.9409599874716155,2.8910000000000005,0.26355555555555554,0.09699899999999999,0.858
138,Mine_00138,Tiruvannamalai,Iron Ore,29.62,9.973568,79.947402,Active,132.01,302.63,102.74,24.2,30.11,16.5,35.43,10.87,368.27,3.89,26.1,5.14,0.775,0.443,0.751,3.98,156.81,2.292477842587683,2.4560000000000004,0.08644444444444445,0.09967499999999999,0.835
139,Mine_00139,Erode,Salt,50.04,12.948171,78.808457,Active,235.24,512.56,170.16,22.86,30.21,16.5,37.18,8.94,866.13,19.57,80.15,6.51,0.934,0.208,0.347,1.0,37.85,2.1788811426628123,2.8240000000000003,0.4348888888888889,0.013727999999999988,0.887
140,Mine_00140,Krishnagiri,Sand,34.46,9.954493,77.761669,Active,130.22,269.79,88.04,24.45,32.03,17.67,39.06,12.37,299.8,0.88,120.11,3.65,0.262,0.698,0.694,1.94,147.66,2.0718015665796345,2.6690000000000005,0.019555555555555555,0.5151239999999999,0.911
141,Mine_00141,Salem,Silica Sand,10.4,10.985671,77.941877,Active,156.75,337.48,110.35,24.54,30.81,16.92,37.74,11.45,547.48,24.42,120.49,11.99,0.382,0.669,0.76,3.01,186.97,2.152982456140351,2.6290000000000004,0.5426666666666667,0.41344200000000003,1.056
142,Mine_00142,Dharmapuri,Sand,47.33,8.917019,79.953831,Active,121.5,250.75,88.85,25.02,31.02,17.84,38.03,11.89,556.13,15.95,282.64,5.08,0.289,0.77,0.756,0.63,91.26,2.0637860082304527,2.614,0.35444444444444445,0.5474700000000001,1.02
143,Mine_00143,Krishnagiri,Marble,34.05,13.487309,79.385814,Active,243.22,490.96,160.85,22.92,29.84,15.28,36.08,7.58,229.23,0.93,328.2,4.81,0.862,0.402,0.749,3.68,39.88,2.018583998026478,2.85,0.020666666666666667,0.05547600000000001,0.786
144,Mine_00144,Tiruvannamalai,Iron Ore,1.36,11.134393,79.431064,Active,166.81,336.13,114.91,23.78,32.04,15.52,38.74,8.46,957.37,13.78,232.43,8.21,0.793,0.453,0.276,4.97,147.29,2.015047059528805,3.028,0.30622222222222223,0.09377099999999998,0.853
145,Mine_00145,Dindigul,Granite,30.76,10.083519,78.056501,Active,122.95,263.79,85.72,24.9,31.38,16.85,38.1,9.55,482.67,8.11,119.91,2.57,0.935,0.351,0.276,3.51,198.08,2.145506303375356,2.855,0.1802222222222222,0.02281499999999998,0.803
146,Mine_00146,Tiruppur,Salt,31.05,10.674966,77.840298,Active,171.71,355.4,120.91,24.73,31.59,16.63,38.71,9.54,810.77,12.36,34.7,6.22,0.941,0.209,0.34,3.95,143.37,2.069768796226195,2.9170000000000003,0.27466666666666667,0.01233100000000001,0.826
147,Mine_00147,Virudhunagar,Limestone,36.5,11.110296,79.222806,Active,204.05,406.37,146.57,24.15,30.73,16.55,36.85,9.52,383.54,3.1,60.06,4.89,0.693,0.577,0.222,4.54,109.01,1.9915216858613085,2.733,0.06888888888888889,0.17713900000000002,0.768
148,Mine_00148,Tiruvannamalai,Marble,95.64,11.208655,77.803831,Active,201.57,425.88,147.01,23.76,30.55,15.05,38.44,9.55,1970.08,34.74,24.74,13.95,0.787,0.367,0.336,3.76,68.33,2.1128144069057897,2.889,0.772,0.07817099999999999,1.0
149,Mine_00149,Tirunelveli,Limestone,6.66,11.224264,78.276499,Closed,162.6,408.2,121.68,24.01,31.41,15.85,39.09,8.52,693.48,23.45,140.37,7.17,0.693,0.577,0.381,3.47,36.49,2.5104551045510455,3.0570000000000004,0.5211111111111111,0.17713900000000002,1.055
150,Mine_00150,Krishnagiri,Sand,35.95,8.56217,80.134377,Active,94.94,228.41,67.67,25.68,33.47,16.94,40.62,11.26,297.78,3.09,246.91,3.81,0.285,0.761,0.351,2.51,177.94,2.4058352643775014,2.936,0.06866666666666667,0.544115,0.994
151,Mine_00151,Tiruvannamalai,Salt,42.15,12.241857,77.684959,Active,180.04,384.24,121.24,23.69,31.47,15.52,38.83,9.62,1508.01,27.22,265.76,10.24,0.817,0.182,0.694,4.48,71.99,2.1341924016885137,2.9210000000000003,0.6048888888888888,0.03330600000000001,0.98
152,Mine_00152,Karur,Silica Sand,4.4,12.622418,80.098088,Active,264.26,508.62,185.69,22.8,29.96,15.42,37.26,7.7,576.32,19.87,70.14,9.25,0.334,0.584,0.299,1.84,90.78,1.9246953757662908,2.956,0.4415555555555556,0.38894399999999996,0.96
153,Mine_00153,Krishnagiri,Silica Sand,7.24,9.024765,79.768709,Active,115.84,248.39,81.2,25.41,32.97,16.7,39.57,9.96,636.8,9.08,350.0,5.34,0.388,0.679,0.725,0.59,81.77,2.1442506906077345,2.961,0.20177777777777778,0.41554800000000003,0.983
154,Mine_00154,Krishnagiri,Sand,10.32,11.343419,77.706876,Active,174.43,350.02,125.24,24.12,31.47,15.95,38.15,9.74,2072.63,40.91,94.08,14.57,0.268,0.714,0.257,4.93,57.94,2.0066502321848305,2.8409999999999997,0.909111111111111,0.522648,1.141
155,Mine_00155,Karur,Limestone,1.0,9.834245,77.791759,Active,139.61,319.6,108.82,24.52,32.06,15.42,38.02,9.58,827.75,23.04,164.67,10.45,0.674,0.562,0.602,3.14,45.7,2.289234295537569,2.8440000000000003,0.512,0.18321199999999999,1.011
156,Mine_00156,Madurai,Silica Sand,17.04,12.056257,78.034981,Active,237.17,410.17,155.42,23.05,29.37,14.92,37.37,8.3,562.87,6.39,262.72,2.02,0.363,0.636,0.386,2.06,30.35,1.7294345827887172,2.9069999999999996,0.142,0.405132,0.839
157,Mine_00157,Madurai,Iron Ore,6.07,8.970128,78.242655,Active,114.69,249.28,87.73,24.93,32.09,16.76,39.87,9.69,604.03,11.41,35.26,4.37,0.649,0.371,0.685,1.13,183.5,2.173511204115442,3.018,0.25355555555555553,0.130221,0.92
158,Mine_00158,Cuddalore,Sandstone,18.0,11.193236,78.845189,Closed,206.13,401.43,147.48,23.74,29.35,16.44,37.24,8.83,749.5,10.04,11.46,4.41,0.418,0.502,0.435,4.25,36.37,1.9474603405617814,2.841,0.2231111111111111,0.29216400000000003,0.872
159,Mine_00159,Erode,Sandstone,148.43,10.524439,78.507874,Active,167.55,368.74,122.54,24.25,31.48,16.83,38.86,10.22,212.57,9.11,315.6,5.19,0.467,0.56,0.674,4.49,175.29,2.200775887794688,2.864,0.20244444444444443,0.29847999999999997,0.944
160,Mine_00160,Ariyalur,Granite,14.84,10.18525,77.92055,Active,154.95,284.66,102.23,23.73,29.71,17.06,37.12,11.66,500.8,13.46,73.51,7.67,0.959,0.36,0.409,2.56,47.16,1.8371087447563734,2.546,0.2991111111111111,0.014760000000000013,0.757
161,Mine_00161,Namakkal,Silica Sand,8.46,8.201023,78.124301,Active,69.0,160.72,46.26,25.6,33.4,17.46,40.89,11.78,982.0,22.78,157.25,8.72,0.441,0.772,0.346,1.1,134.8,2.3292753623188407,2.911,0.5062222222222222,0.431548,1.073
162,Mine_00162,Ariyalur,Iron Ore,59.76,10.493089,78.359756,Active,189.04,356.54,137.49,23.76,31.47,16.5,38.17,10.74,656.4,16.66,211.48,8.13,0.566,0.324,0.391,1.41,30.34,1.8860558611933984,2.743,0.37022222222222223,0.14061600000000002,0.844
163,Mine_00163,Coimbatore,Limestone,57.99,8.566398,77.504633,Active,97.07,206.25,73.06,25.32,31.23,16.94,38.66,11.78,289.25,0.29,24.1,4.0,0.586,0.488,0.287,2.59,197.28,2.1247553312042857,2.6879999999999997,0.006444444444444444,0.20203200000000002,0.785
164,Mine_00164,Perambalur,Iron Ore,12.63,11.541997,77.839304,Active,189.04,399.87,116.73,23.93,29.56,16.93,36.34,11.18,2068.46,39.25,23.09,16.39,0.615,0.351,0.342,2.99,84.95,2.115266610241219,2.5160000000000005,0.8722222222222222,0.135135,1.011
165,Mine_00165,Erode,Sand,1.1,9.220847,77.039837,Active,121.37,276.65,94.92,24.87,31.06,18.09,37.76,12.75,524.44,5.28,75.86,2.7,0.352,0.939,0.498,0.54,24.48,2.2793935898492212,2.501,0.11733333333333335,0.608472,0.974
166,Mine_00166,Ariyalur,Silica Sand,33.71,12.881033,78.505247,Active,269.53,548.79,218.68,23.5,30.62,15.63,36.51,8.68,908.88,14.84,84.41,8.22,0.427,0.746,0.4,1.59,29.67,2.0360998775646495,2.783,0.3297777777777778,0.42745799999999995,0.953
167,Mine_00167,Ariyalur,Limestone,179.42,11.317586,79.630826,Active,176.14,389.97,128.53,23.89,32.17,15.76,38.41,10.58,306.89,3.0,201.28,4.36,0.608,0.507,0.209,3.7,174.79,2.213977517883502,2.783,0.06666666666666667,0.198744,0.822
168,Mine_00168,Kanyakumari,Marble,6.08,10.235158,77.457955,Closed,135.25,326.63,88.41,24.9,31.76,17.21,38.16,12.82,993.56,9.78,196.46,7.28,0.759,0.354,0.637,1.62,22.79,2.4150092421441776,2.534,0.21733333333333332,0.08531399999999999,0.891
169,Mine_00169,Erode,Sand,53.26,12.664705,76.552496,Active,242.78,461.12,166.19,22.9,31.53,15.2,38.03,8.51,623.03,15.15,359.67,5.1,0.333,0.887,0.688,2.31,28.74,1.8993327292198698,2.9520000000000004,0.33666666666666667,0.5916290000000001,1.022
170,Mine_00170,Namakkal,Marble,48.69,13.008432,78.811426,Active,229.54,551.25,189.44,23.25,28.97,15.66,35.88,10.64,396.59,1.22,227.39,0.5,0.746,0.348,0.519,0.52,96.74,2.4015422148645116,2.524,0.02711111111111111,0.088392,0.819
171,Mine_00171,Madurai,Limestone,18.04,8.188255,79.737945,Active,95.51,191.24,69.24,25.78,33.22,16.12,40.45,10.08,966.05,17.94,9.1,8.93,0.702,0.585,0.591,2.4,170.38,2.002303423725264,3.0370000000000004,0.39866666666666667,0.17433,0.935
172,Mine_00172,Tiruvannamalai,Silica Sand,18.02,12.735874,76.987797,Active,251.36,511.03,190.58,23.0,29.46,15.68,34.91,9.34,674.67,19.35,261.13,7.51,0.42,0.734,0.377,1.71,25.94,2.033060152768937,2.5569999999999995,0.43000000000000005,0.42572000000000004,0.957
173,Mine_00173,Theni,Salt,33.37,13.41952,78.119795,Active,281.6,580.14,212.28,23.11,30.87,15.05,38.03,8.55,522.14,16.4,43.06,6.21,1.024,0.227,0.286,4.13,36.38,2.06015625,2.948,0.3644444444444444,-0.005448000000000005,0.843
174,Mine_00174,Coimbatore,Limestone,12.52,10.978988,78.850652,Active,202.63,403.61,146.76,23.69,30.16,16.13,34.75,10.82,382.3,6.34,190.57,4.91,0.601,0.501,0.327,3.92,160.79,1.9918570794058137,2.393,0.1408888888888889,0.19989900000000002,0.773
175,Mine_00175,Perambalur,Granite,72.06,13.414212,78.365606,Active,247.39,547.31,203.69,22.89,30.65,15.1,37.38,7.83,416.06,0.43,261.64,3.45,0.937,0.351,0.479,2.0,92.83,2.212336796151825,2.9550000000000005,0.009555555555555555,0.02211299999999998,0.795
176,Mine_00176,Virudhunagar,Limestone,1.0,13.028643,76.52988,Active,272.3,523.54,199.95,23.0,30.53,14.22,37.27,8.52,641.08,8.53,106.88,5.0,0.591,0.493,0.475,4.51,84.13,1.9226588321704001,2.8750000000000004,0.18955555555555553,0.201637,0.837
177,Mine_00177,Vellore,Granite,32.31,11.582812,79.733838,Active,204.74,381.11,137.48,24.37,31.35,16.37,38.7,11.8,392.38,4.35,286.42,4.07,0.949,0.356,0.385,3.38,30.04,1.8614340138712513,2.6900000000000004,0.09666666666666666,0.018156000000000016,0.714
178,Mine_00178,Dindigul,Silica Sand,92.11,12.806395,78.688359,Active,188.54,494.54,148.13,23.16,28.81,15.71,36.35,7.81,749.66,21.15,11.25,10.01,0.423,0.74,0.457,3.01,123.52,2.622997772355999,2.854,0.47,0.42697999999999997,1.125
179,Mine_00179,Theni,Sandstone,7.71,13.029266,77.884467,Active,253.73,557.46,189.46,23.17,30.97,15.72,36.93,8.47,1805.46,42.57,309.54,14.72,0.403,0.484,0.202,3.96,176.3,2.19705986678753,2.846,0.946,0.288948,1.115
180,Mine_00180,Tuticorin,Salt,127.41,9.01404,76.406516,Active,111.51,253.33,88.26,24.9,31.89,17.06,40.44,9.75,885.94,15.25,273.9,8.83,1.073,0.238,0.464,2.32,28.89,2.2718141870684243,3.069,0.3388888888888889,-0.017373999999999987,0.904
181,Mine_00181,Namakkal,Limestone,72.58,10.404564,80.119812,Active,134.21,275.58,91.78,24.67,31.79,15.6,38.81,9.9,655.49,21.5,291.87,10.93,0.573,0.477,0.542,4.54,128.93,2.053349228820505,2.8910000000000005,0.4777777777777778,0.20367900000000003,0.958
182,Mine_00182,Perambalur,Salt,25.85,11.650191,80.215734,Active,176.37,362.74,119.22,23.68,32.04,15.84,38.97,10.65,332.24,4.83,222.24,5.03,1.051,0.234,0.781,1.11,174.59,2.056698985088167,2.832,0.10733333333333334,-0.011933999999999985,0.801
183,Mine_00183,Tiruvannamalai,Salt,1.27,9.442452,78.677851,Active,137.16,259.38,95.21,24.84,32.31,17.22,38.57,11.18,318.18,0.8,53.27,4.02,0.993,0.221,0.467,2.97,78.93,1.8910761154855644,2.739,0.017777777777777778,0.0015470000000000013,0.705
184,Mine_00184,Madurai,Granite,36.34,9.838341,79.469105,Active,148.2,316.91,108.57,24.39,30.75,15.57,38.02,9.94,769.78,15.33,46.66,7.46,0.901,0.338,0.389,3.58,146.85,2.138394062078273,2.8080000000000007,0.3406666666666667,0.03346199999999999,0.86
185,Mine_00185,Karur,Granite,21.3,11.877091,78.692287,Active,187.58,465.52,144.79,23.56,31.54,16.4,38.91,8.99,853.71,19.2,101.25,5.78,0.892,0.335,0.726,4.94,179.88,2.4817144684934425,2.9919999999999995,0.42666666666666664,0.03618,1.007
186,Mine_00186,Perambalur,Iron Ore,64.26,11.820831,77.224653,Active,258.0,463.08,191.61,23.58,30.29,16.37,37.0,9.89,1004.78,43.82,123.26,16.17,0.758,0.433,0.782,0.77,102.49,1.7948837209302324,2.711,0.9737777777777777,0.10478599999999999,1.032
187,Mine_00187,Salem,Marble,3.84,13.045225,76.615684,Active,224.94,473.69,151.79,22.55,29.15,14.33,34.64,7.58,582.74,7.99,262.34,6.52,0.776,0.362,0.674,2.83,35.48,2.1058504490086247,2.7060000000000004,0.17755555555555555,0.081088,0.837
188,Mine_00188,Dindigul,Granite,8.19,10.980455,79.928256,Active,148.16,363.36,115.75,23.44,29.13,16.07,35.83,9.97,427.35,0.94,285.41,4.29,0.72,0.27,0.272,4.12,176.21,2.4524838012958963,2.586,0.020888888888888887,0.07560000000000001,0.805
